Reference Number,Publication Title,Publication Authors,Publication Journal,Publication Volume,Publication Pages,Publication Year,Study Location,Experimental Design,Treatment Description,Treatment Dosage,Treatment Dosage Units,Animals per Treatment,Treatment Code,Treatment Type,Animal Metabolic Status,Rumen Cannulation Status,Animal Housing Type,Animal Feeding Type,Diet Acclimation Days,Data Collection Days,Total Treatment Days,Feed Analysis Method,Animal sex: 1 = Male; 2= Female,Animal Age (months),"Animal BW, kg",Methane Measurement Method,DIM,"ADG, kg/d ",ADG SEM,ADG SD,Intake strategy,Diet Forage #1,"Diet Forage #1, % Diet DM",Diet Forage #2,"Diet forage #2, % Diet DM",Supplemental Feed Ingredients,"Diet Forage, %DM","DMI, kg/d",DMI SEM,DMI SED,DMI SD,"Diet GE, Mcal/kg DM","Diet CP, %DM","Diet Fatty Acids, %DM","Diet EE, %DM","Diet Ash, %DM","Diet NDF, %DM","Diet ADF, %DM","Diet Lignin, %DM","Diet Starch, %DM",Rumen pH,Rumen pH SEM,Rumen pH SED,Rumen pH SD,"Rumen Ammonia, mM",Rumen Ammonia SEM,Rumen Ammonia SED,Rumen Ammonia SD,"Rumen VFA, mM",Rumen VFA SEM,Rumen VFA SED,Rumen VFA SD,"Rumen Acetate, mol/100 mol",Rumen Acetate SEM,Rumen Acetate SED ,Rumen Acetate SD ,"Rumen Propionate, mol/100 mol",Rumen Propionate SEM,Rumen Propionate SED,Rumen Propionate  SD,"Rumen Butyrate, mol/100 mol",Rumen Butyrate SEM,Rumen Butyrate SED,Rumen Butyrate SD,Rumen Sampling Method,"TTDM dig, %",TTDM dig SEM,TTDM dig SED,TTDM dig SD,"TTOM dig, % ",TTOM dig SEM,TTOM dig SED,TTOM dig SD,"TTCP dig, %",TTCP dig SEM,TTCP dig SED,TTCP dig SD,"TTGE dig, %",TTGE dig SEM,TTGE dig SED,TTGE dig SD,"TTNDF dig, %",TTNDF dig SEM,TTNDF dig SED,TTNDF dig SD,"TTADF dig, %",TTADF dig SEM,TTADF dig SED,TTADF dig SD,"TTStarch dig, %",TTStarch dig SEM,TTStarch dig SED,"Fecal N, g/d",Fecal N SEM,Fecal N SED,Fecal N SD,"Urine N, g/d",Urine N SEM,Urine N SED,Urine N SD,"Milk N, g/d",Milk N SEM,Milk N SED,"Milk, kg/d",Milk SEM,Milk SED,Milk SD,"Milk Fat, %",Milk Fat SEM,Milk Fat SED,Milk Fat SD,"Milk CP, %",Milk CP SEM,Milk CP SED,Milk CP SD,"Milk TP, %",Milk TP SEM,Milk TP SED,Milk TP SD,"Milk Lactose, %",Milk Lactose SEM,Milk Lactose SED,Milk Lactose SD,"ECM, kg/d",ECM SEM,ECM SED,ECM SD,"FCM 3.5%, kg/d",FCM 3.5% SEM,"FCM 4%, kg",FCM 4% SEM,"SCM, kg/d","SCM, SEM","FPCM, kg/d",FPCM SEM,FPCM SED,FPCM SD,"MUN, mg/dL",MUN SEM,MUN SD,"CH4, g/d ",CH4 SEM,CH4 SED,CH4 SD,"CH4/DMI, g/kg","CH4/DMI, SEM","CH4/DMI, SED","CH4/DMI, SD","CH4, %GEI","CH4, %GEI SEM","CH4, %GEI SED","CH4, %GEI SD","CH4/Milk, g/kg","CH4/Milk,SEM","CH4/Milk, SED","CH4/Milk, SD","CH4/ECM, g/kg","CH4/ECM,SEM","CH4/ECM, SED","CH4/ECM, SD",CH4/BW Gain g/kg,"CH4/BW Gain, g/kg SEM","H2, g/d",H2 SEM,H2 SD,H2/DMI g/kg,H2/DMI g/kg SEM,"H2/DMI, g/kg SED",H2/DMI g/kg SD,"CO2, g/d ",CO2 SEM,CO2 SED,CO2 SD,"CO2/DMI, g/kg","CO2/DMI, g/kg SEM","CO2/DMI, g/kg SED","CO2/DMI, g/kg SD"
669,"Effect of concentrate feeding level on methane emissions, production performance and rumen fermentation of Jersey cows grazing ryegrass pasture during spring.   ","Wyngaard, J. D. V. v., et al.",Animal Feed Science and Technology,241,121-132,2018,South Africa,Randomized block design,4 AF kg/cow/day  Concentrate Feed ,4,kg/d ,10,4,Diet Reformulation,Lactating,Both,Pasture,Component,14,35,49,Wet Chemistry,2,,402,Sulfur Hexafluoride (SF6) tracer technique,142,,,,Ad libitum,Grass - Fresh,78.05,,,"Corn, soybean meal, molasses",78.05,16.4,0.81,,,4.22,18.11,,,,40.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.7,0.4,,,4.94,0.134,,,3.65,0.049,,,,,,,4.66,0.039,,,18.9,0.45,,,,,,,,,,,,,,,,321,20,,,19.6,1.86,,,6.12,0.58,,,19.8,1.36,,,17.4,1.28,,,,,,,,,,,,,,,,,,,
670,"Effect of concentrate level on enteric methane emissions, production performance, and rumen fermentation of Jersey cows grazing kikuyu-dominant pasture during summer.    ","Wyngaard, J. D. V. v., et al. ",Journal of Dairy Science,101,9954-9966,2018,South Africa,Randomized block design,0 AF kg/cow/day Concentrate Feed,0,kg/d ,11,0,Control,Lactating,Both,Pasture,Component,14,47,61,Wet Chemistry,2,,391,Sulfur Hexafluoride (SF6) tracer technique,99,,,,Ad libitum,Grass - Fresh,100,,,"Corn, soybean meal, molasses",100,11.2,0.7,,,4.31,,,,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323,18.3,,,29.1,1.09,,,8.91,0.34,,,35.5,1.26,,,28.8,0.98,,,,,,,,,,,,,,,,,,,
670,"Effect of concentrate level on enteric methane emissions, production performance, and rumen fermentation of Jersey cows grazing kikuyu-dominant pasture during summer.    ","Wyngaard, J. D. V. v., et al. ",Journal of Dairy Science,101,9954-9966,2018,South Africa,Randomized block design,4 AF kg/cow/day  Concentrate Feed ,4,kg/d ,11,4,Diet Reformulation,Lactating,Both,Pasture,Component,14,47,61,Wet Chemistry,2,,389,Sulfur Hexafluoride (SF6) tracer technique,99,,,,Ad libitum,Grass - Fresh,71.8,,,"Corn, soybean meal, molasses",71.8,12.8,0.7,,,4.25,,,,,45.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,18.3,,,28.9,1.09,,,8.97,0.34,,,25.1,1.26,,,21.2,0.98,,,,,,,,,,,,,,,,,,,
670,"Effect of concentrate level on enteric methane emissions, production performance, and rumen fermentation of Jersey cows grazing kikuyu-dominant pasture during summer.    ","Wyngaard, J. D. V. v., et al. ",Journal of Dairy Science,101,9954-9966,2018,South Africa,Randomized block design,8 AF kg/cow/day Concentrate Feed,8,kg/d ,11,8,Diet Reformulation,Lactating,Both,Pasture,Component,14,47,61,Wet Chemistry,2,,396,Sulfur Hexafluoride (SF6) tracer technique,99,,,,Ad libitum,Grass - Fresh,53.59,,,"Corn, soybean meal, molasses",53.59,15.6,0.7,,,4.21,,,,,36.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378,18.3,,,25.1,1.09,,,7.85,0.34,,,21.1,1.26,,,17.6,0.98,,,,,,,,,,,,,,,,,,,
671,"Effect of dietary nitrate on enteric methane emissions, production performance and rumen fermentation of dairy cows grazing kikuyu-dominant pasture during summer.    ","Wyngaard, J. D. V. v., et al.",Animal Feed Science and Technology,244,76-87,2018,South Africa,Randomized block design,0 g/kg dietary nitrate,0,g/kgDM,11,Control,Control,Lactating,Both,Pasture,Component,21,36,57,Wet Chemistry,2,,407,Sulfur Hexafluoride (SF6) tracer technique,100,,,,Ad libitum,Grass - Fresh,62.6,,,"Corn, soybean meal, wheat bran, molasses",62.6,14.6,0.45,,,4.19,,,,,42.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313,11.4,,,21.8,1.13,,,6.85,0.358,,,24.2,1.43,,,19.7,0.91,,,,,,,,,,,,,,,,,,,
671,"Effect of dietary nitrate on enteric methane emissions, production performance and rumen fermentation of dairy cows grazing kikuyu-dominant pasture during summer.    ","Wyngaard, J. D. V. v., et al.",Animal Feed Science and Technology,244,76-87,2018,South Africa,Randomized block design,23 g/kg dietary nitrate ,23,g/kgDM,11,High Nitrate ,Electron Acceptor,Lactating,Both,Pasture,Component,21,36,57,Wet Chemistry,2,,383,Sulfur Hexafluoride (SF6) tracer technique,100,,,,Ad libitum,Grass - Fresh,76,,,"Corn, soybean meal, wheat bran, molasses",76,15,0.45,,,4.22,,,,,47.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280,11.4,,,18.7,1.13,,,5.86,0.358,,,25.3,1.43,,,20.8,0.91,,,,,,,,,,,,,,,,,,,
671,"Effect of dietary nitrate on enteric methane emissions, production performance and rumen fermentation of dairy cows grazing kikuyu-dominant pasture during summer.    ","Wyngaard, J. D. V. v., et al.",Animal Feed Science and Technology,244,76-87,2018,South Africa,Randomized block design,11 g/kg dietary nitrate,11,g/kgDM,11,Low Nitrate,Electron Acceptor,Lactating,Both,Pasture,Component,21,36,57,Wet Chemistry,2,,385,Sulfur Hexafluoride (SF6) tracer technique,100,,,,Ad libitum,Grass - Fresh,64.04,,,"Corn, soybean meal, wheat bran, molasses",64.04,15.1,0.45,,,4.19,,,,,42.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,11.4,,,20.1,1.13,,,6.32,0.358,,,22.7,1.43,,,19.1,0.91,,,,,,,,,,,,,,,,,,,
704,"Effect of different forage types and concentrate levels on energy conversion, enteric methane production, and animal performance of Holstein x Zebu heifers. ","Silva, F. A. S., Valadares, S. C., Detmann, E., Santos, S. A., Godoi, L. A., Silva, B. C., . . . Rotta, P. P. ",Animal Production Science,57,2042-2050,2016,Brazil ,Completely Random Design,Corn Silage + 300 g/kg DM Concentrate ,,,5,Corn Silage 700:300,Diet Reformulation,Growing,Non-cannulated,Pens with electronic feeders,TMR ,30,82,112,Wet Chemistry,2,12,206,GreenFeed System,,0.99,0.084,,Ad libitum,Corn silage,70,,,"Soy hulls, soybean meal, corn",70,8.59,0.663,,,4.35,14.2,,3.22,6.6,45.9,,,42.9,,,,,,,,,,,,,,,,,,,,,,,,,,76.5,0.18,,,78.3,0.17,,,79.7,0.22,,,,,,,68.2,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,11.9,,,12.7,1.8,,,4.25,0.003,,,,,,,,,,,131,16.8,,,,,,,,,,,,,,,
704,"Effect of different forage types and concentrate levels on energy conversion, enteric methane production, and animal performance of Holstein x Zebu heifers. ","Silva, F. A. S., Valadares, S. C., Detmann, E., Santos, S. A., Godoi, L. A., Silva, B. C., . . . Rotta, P. P. ",Animal Production Science,57,2042-2050,2016,Brazil ,Completely Random Design,Corn Silage + 500 g/kg DM Concentrate ,,,5,Corn Silage 500:500,Diet Reformulation,Growing,Non-cannulated,Pens with electronic feeders,TMR ,30,82,112,Wet Chemistry,2,12,208,GreenFeed System,,1.2,0.084,,Ad libitum,Corn silage,50,,,"Soy hulls, soybean meal, corn",50,10.6,0.663,,,4.11,14.1,,3.64,6.2,42.2,,,39.3,,,,,,,,,,,,,,,,,,,,,,,,,,78.5,0.18,,,79.9,0.17,,,77.8,0.22,,,,,,,71.6,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185,11.9,,,12.3,1.8,,,5.75,0.003,,,,,,,,,,,156,16.8,,,,,,,,,,,,,,,
704,"Effect of different forage types and concentrate levels on energy conversion, enteric methane production, and animal performance of Holstein x Zebu heifers. ","Silva, F. A. S., Valadares, S. C., Detmann, E., Santos, S. A., Godoi, L. A., Silva, B. C., . . . Rotta, P. P. ",Animal Production Science,57,2042-2050,2016,Brazil ,Completely Random Design,Sugar cane + 300 g/kg DM Concentrate ,,,5,Sugarcane 700:300,Diet Reformulation,Growing,Non-cannulated,Pens with electronic feeders,TMR ,30,82,112,Wet Chemistry,2,12,212,GreenFeed System,,0.42,0.084,,Ad libitum,Sugarcane,70,,,"Soy hulls, soybean meal, corn",70,6.92,0.663,,,4.11,13.7,,2.41,3.5,42.6,,,11.9,,,,,,,,,,,,,,,,,,,,,,,,,,67.6,0.18,,,69.7,0.17,,,70.5,0.22,,,,,,,46.7,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165,11.9,,,25.8,1.8,,,6.67,0.003,,,,,,,,,,,321,16.8,,,,,,,,,,,,,,,
704,"Effect of different forage types and concentrate levels on energy conversion, enteric methane production, and animal performance of Holstein x Zebu heifers. ","Silva, F. A. S., Valadares, S. C., Detmann, E., Santos, S. A., Godoi, L. A., Silva, B. C., . . . Rotta, P. P. ",Animal Production Science,57,2042-2050,2016,Brazil ,Completely Random Design,Sugar cane + 500 g/kg DM Concentrate ,,,5,Sugarcane 500:500,Diet Reformulation,Growing,Non-cannulated,Pens with electronic feeders,TMR ,30,82,112,Wet Chemistry,2,12,215,GreenFeed System,,0.83,0.084,,Ad libitum,Sugarcane,50,,,"Soy hulls, soybean meal, corn",50,9.18,0.663,,,4.34,13.8,,3.06,4,39.8,,,17.1,,,,,,,,,,,,,,,,,,,,,,,,,,76.5,0.18,,,77.8,0.17,,,73.7,0.22,,,,,,,63.2,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186,11.9,,,21.8,1.8,,,6.5,0.003,,,,,,,,,,,224,16.8,,,,,,,,,,,,,,,
710,"The effects of feeding 3-nitrooxypropanol at two doses on milk production, rumen fermentation, plasma metabolites, nutrient digestibility, and methane emissions in lactating Holstein cows. ","Haisan, J., Y. Sun, L. Guan, K. A. Beauchemin, A. Iwaasa, S. Duval, M. Kindermann, D. R. Barreda, and M. Oba. ",Animal Production Science,57,282-289,2017,Canada,Latin Square,High NOP,2500,mg/d,15,HIGH,3-Nitrooxypropanol (3-NOP),Lactating,Cannulated,Individual,TMR,20,8,28,Wet Chemistry,2,,583,Sulfur Hexafluoride (SF6) tracer technique,169,,,,Ad libitum,Barley silage,60,,,"Corn, Canola, Corn gluten meal, Beet pulp",60,18.9,0.62,,,,19.6,,3.4,9.3,33.8,,,,6.5,0.04,,,3.88,0.56,,,91.5,3.18,,,52.6,0.65,,,24.4,0.54,,,15.9,0.28,,,Cannula,62.7,1.23,,,65.8,1.15,,,65.3,1.43,,,,,,,38,1.85,,,,,,,,,,,,,,,,,,,,,26.3,0.99,,,3.47,0.1,,,3.19,0.05,,,,,,,4.57,0.05,,,26.6,1.06,,,,,24.4,1.01,,,,,,,13.5,0.49,,231,26.60,,,12.6,1.62,,,4,0.72,,,8.5,1.31,,,,,,,,,,,,,,,,,,,,,,,
710,"The effects of feeding 3-nitrooxypropanol at two doses on milk production, rumen fermentation, plasma metabolites, nutrient digestibility, and methane emissions in lactating Holstein cows. ","Haisan, J., Y. Sun, L. Guan, K. A. Beauchemin, A. Iwaasa, S. Duval, M. Kindermann, D. R. Barreda, and M. Oba. ",Animal Production Science,57,282-289,2017,Canada,Latin Square,Low NOP,1250,mg/d,15,LOW,3-Nitrooxypropanol (3-NOP),Lactating,Cannulated,Individual,TMR,20,8,28,Wet Chemistry,2,,583,Sulfur Hexafluoride (SF6) tracer technique,169,,,,Ad libitum,Barley silage,60,,,"Corn, Canola, Corn gluten meal, Beet pulp",60,18.3,0.62,,,,19.6,,3.4,9.3,33.8,,,,6.47,0.04,,,4.41,0.56,,,95.6,3.18,,,54.7,0.65,,,23.8,0.54,,,14.9,0.28,,,Cannula,59.9,1.23,,,63.5,1.15,,,61.9,1.43,,,,,,,33.7,1.85,,,,,,,,,,,,,,,,,,,,,26.2,0.99,,,3.46,0.1,,,3.14,0.05,,,,,,,4.6,0.05,,,26.1,1.06,,,,,23.9,1.01,,,,,,,13.4,0.49,,275,26.60,,,15.3,1.62,,,4.8,0.72,,,10.5,1.31,,,,,,,,,,,,,,,,,,,,,,,
710,"The effects of feeding 3-nitrooxypropanol at two doses on milk production, rumen fermentation, plasma metabolites, nutrient digestibility, and methane emissions in lactating Holstein cows. ","Haisan, J., Y. Sun, L. Guan, K. A. Beauchemin, A. Iwaasa, S. Duval, M. Kindermann, D. R. Barreda, and M. Oba. ",Animal Production Science,57,282-289,2017,Canada,Latin Square,Control,0,mg/d,15,CON,Control,Lactating,Cannulated,Individual,TMR,20,8,28,Wet Chemistry,2,,583,Sulfur Hexafluoride (SF6) tracer technique,169,,,,Ad libitum,Barley silage,60,,,"Corn, Canola, Corn gluten meal, Beet pulp",60,19.2,0.62,,,,19.6,,3.4,9.3,33.8,,,,6.46,0.04,,,5.22,0.56,,,96.9,3.18,,,58.4,0.65,,,22,0.54,,,13.8,0.28,,,Cannula,58.4,1.23,,,62,1.15,,,61.2,1.43,,,,,,,30.7,1.85,,,,,,,,,,,,,,,,,,,,,27.7,0.99,,,3.44,0.1,,,3.17,0.05,,,,,,,4.55,0.05,,,27.7,1.06,,,,,25.3,1.01,,,,,,,13,0.49,,378,26.60,,,19.9,1.62,,,6.2,0.72,,,14.2,1.31,,,,,,, ,,,,,,,,,,,,,,,,
726,Evaluating the effects of high-oil rapeseed cake or natural additives on methane emissions and performance of dairy cows,"Bayat, A. R., J. Vilkki, A. Razzaghi, H. Leskinen, H. Kettunen, R. Khurana, T. Brand and S. Ahvenjarvi",Journal of Dairy Science,105,1211-1224,2022,Finland,Latin Square,garlic-citrus extract + essential oils - 20,20,g/d,8,GCE,Combination,Lactating,Non-cannulated,Individual,Component,16,5,21,Wet Chemistry,2,66,647,Respiration chamber,81,,,,Ad libitum,Grass silage,45,,,"Barley, Wheat, Oat, Beet Pulp, Rapeseed",45,27.9,0.49,,,4.30,17,,3.48,7.2,37.2,,,,6.82,0.05,,,4.37,0.58,,,91.8,3.66,,,66,1.25,,,17.9,0.59,,,12.8,0.59,,,Stomach Tube,70,0.64,,,71.6,0.65,,,70.7,0.7,,,69.3,0.75,,,54.4,1.5,,,,,,,,,,225.32,5.46,,,246.85,6.32,,,221.47,5.54,,38,0.76,,,4.39,0.15,,,3.73,0.09,,,,,,,4.56,0.04,,,40.6,0.58,,,,,,,,,,,,,28.1,1.74,,537,17.1,,,19.3,0.51,,,5.96,0.154,,,14.1,0.42,,,13.2,0.32,,,,,0.94,0.151,,0.034,0.006,,,13366,239.9,,,481,8.7,,
726,Evaluating the effects of high-oil rapeseed cake or natural additives on methane emissions and performance of dairy cows,"Bayat, A. R., J. Vilkki, A. Razzaghi, H. Leskinen, H. Kettunen, R. Khurana, T. Brand and S. Ahvenjarvi",Journal of Dairy Science,105,1211-1224,2022,Finland,Latin Square,Yeast hydrolysate + coniferous resin acid-based compound - 50,50,g/d,8,YHR,Combination,Lactating,Non-cannulated,Individual,Component,16,5,21,Wet Chemistry,2,66,647,Respiration chamber,81,,,,Ad libitum,Grass silage,45,,,"Barley, Wheat, Oat, Beet Pulp, Rapeseed",45,28.1,0.49,,,4.30,17.3,,3.5,7.3,37.5,,,,6.82,0.05,,,4.99,0.58,,,92.7,3.66,,,64.1,1.25,,,18.6,0.59,,,13.8,0.59,,,Stomach Tube,69.6,0.64,,,71.2,0.65,,,70.9,0.7,,,68.7,0.75,,,55.4,1.5,,,,,,,,,,229.6,5.46,,,254.85,6.32,,,224.08,5.54,,37.9,0.76,,,4.4,0.15,,,3.77,0.09,,,,,,,4.55,0.04,,,40.6,0.58,,,,,,,,,,,,,29.6,1.74,,545,17.1,,,19.5,0.51,,,6.01,0.154,,,14.5,0.42,,,13.5,0.32,,,,,1.11,0.151,,0.04,0.006,,,13437,239.9,,,479,8.7,,
726,Evaluating the effects of high-oil rapeseed cake or natural additives on methane emissions and performance of dairy cows,"Bayat, A. R., J. Vilkki, A. Razzaghi, H. Leskinen, H. Kettunen, R. Khurana, T. Brand and S. Ahvenjarvi",Journal of Dairy Science,105,1211-1224,2022,Finland,Latin Square,Control - 19.3% rapeseed meal,19.3,%DM,8,CON,Control,Lactating,Non-cannulated,Individual,Component,16,5,21,Wet Chemistry,2,66,647,Respiration chamber,81,,,,Ad libitum,Grass silage,45,,,"Barley, Wheat, Oat, Beet Pulp, Rapeseed",45,27.7,0.49,,,4.30,17,,3.48,7.2,37.2,,,,6.78,0.05,,,5.00,0.58,,,96.7,3.66,,,65.7,1.25,,,17.6,0.59,,,13.2,0.59,,,Stomach Tube,69.9,0.64,,,71.5,0.65,,,70.5,0.7,,,68.9,0.75,,,54.1,1.5,,,,,,,,,,226.56,5.46,,,251.9,6.32,,,221.18,5.54,,37.5,0.76,,,4.35,0.15,,,3.76,0.09,,,,,,,4.53,0.04,,,40,0.58,,,,,,,,,,,,,28.2,1.74,,547,17.1,,,19.7,0.51,,,6.1,0.154,,,14.6,0.42,,,13.7,0.32,,,,,1.15,0.151,,0.042,0.006,,,13332,239.9,,,482,8.7,,
726,Evaluating the effects of high-oil rapeseed cake or natural additives on methane emissions and performance of dairy cows,"Bayat, A. R., J. Vilkki, A. Razzaghi, H. Leskinen, H. Kettunen, R. Khurana, T. Brand and S. Ahvenjarvi",Journal of Dairy Science,105,1211-1224,2022,Finland,Latin Square,Rapeseed cake - 19.3%,19.3,%DM,8,RSC,Lipid,Lactating,Non-cannulated,Individual,Component,16,5,21,Wet Chemistry,2,66,647,Respiration chamber,81,,,,Ad libitum,Grass silage,45,,,"Barley, Wheat, Oat, Beet Pulp, Rapeseed",45,27.9,0.49,,,4.39,17.6,,5.03,7.1,36.4,,,,6.82,0.05,,,5.01,0.58,,,86.5,3.66,,,64.8,1.25,,,18.9,0.59,,,12.6,0.59,,,Stomach Tube,70.3,0.64,,,72,0.65,,,72.6,0.7,,,69.8,0.75,,,54.6,1.5,,,,,,,,,,217.56,5.46,,,269.17,6.32,,,231.85,5.54,,41.5,0.76,,,4.12,0.15,,,3.58,0.09,,,,,,,4.63,0.04,,,42.6,0.58,,,,,,,,,,,,,27.2,1.74,,510,17.1,,,18.3,0.51,,,5.54,0.154,,,12.3,0.42,,,12,0.32,,,,,1.07,0.151,,0.039,0.006,,,13475,239.9,,,484,8.7,,
728,"Feeding oregano oil and its main component carvacrol does not affect ruminal fermentation, nutrient utilization, methane emissions, milk production, or milk fatty acid composition of dairy cows","Benchaar, C.",Journal of Dairy Science,103,2714-2723,2020,Canada,Latin Square,Control,0,mg/kg,8,CTL,Control,Lactating,Cannulated,Individual,TMR,14,14,28,Wet Chemistry,2,,703,Sulfur Hexafluoride (SF6) tracer technique,92,,,,Ad libitum,Alfalfa silage,31.4,Corn silage,28.7,"Corn, Soybean meal, Beet pulp, CGM, Trituro, Canola",60.1,23.8,0.45,,,,17.9,,2.66,7.4,31.3,20.8,,20,6.22,0.027,,,8.17,0.41,,,140.2,2.59,,,62.1,0.54,,,20.8,0.43,,,12.5,0.30,,,Cannula,68.1,0.43,,,69.6,0.38,,,66.6,0.5,,,66.5,0.39,,,50.3,0.98,,,,,,,,,,229,5.4,,,215,5.4,,,,,,34.3,0.46,,,3.71,0.083,,,,,,,3.3,0.024,,,4.62,0.02,,,,,,,,,,,,,,,,,10.6,0.36,,488,16.6,,,20.9,0.49,,,6.02,0.153,,,,,,,,,,,,,,,,,,,,,,,,,,,
728,"Feeding oregano oil and its main component carvacrol does not affect ruminal fermentation, nutrient utilization, methane emissions, milk production, or milk fatty acid composition of dairy cows","Benchaar, C.",Journal of Dairy Science,103,2714-2723,2020,Canada,Latin Square,Carvacol,50,mg/kg,8,CAR,Essential Oil,Lactating,Cannulated,Individual,TMR,14,14,28,Wet Chemistry,2,,703,Sulfur Hexafluoride (SF6) tracer technique,92,,,,Ad libitum,Alfalfa silage,31.4,Corn silage,28.7,"Corn, Soybean meal, Beet pulp, CGM, Trituro, Canola",60.1,23.7,0.45,,,,17.9,,2.66,7.4,31.3,20.8,,20,6.19,0.027,,,7.78,0.41,,,142.4,2.59,,,61.7,0.54,,,21,0.43,,,12.7,0.30,,,Cannula,68.3,0.43,,,69.7,0.38,,,66.7,0.5,,,66.6,0.39,,,51.8,0.98,,,,,,,,,,225,5.4,,,221,5.4,,,,,,33.6,0.46,,,3.73,0.083,,,,,,,3.23,0.024,,,4.62,0.02,,,,,,,,,,,,,,,,,10.4,0.36,,502,16.6,,,21.6,0.49,,,6.34,0.153,,,,,,,,,,,,,,,,,,,,,,,,,,,
728,"Feeding oregano oil and its main component carvacrol does not affect ruminal fermentation, nutrient utilization, methane emissions, milk production, or milk fatty acid composition of dairy cows","Benchaar, C.",Journal of Dairy Science,103,2714-2723,2020,Canada,Latin Square,Oregano Oil,50,mg/kg,8,ORE,Essential Oil,Lactating,Cannulated,Individual,TMR,14,14,28,Wet Chemistry,2,,703,Sulfur Hexafluoride (SF6) tracer technique,92,,,,Ad libitum,Alfalfa silage,31.4,Corn silage,28.7,"Corn, Soybean meal, Beet pulp, CGM, Trituro, Canola",60.1,24.2,0.45,,,,17.9,,2.66,7.4,31.3,20.8,,20,6.19,0.027,,,7.60,0.41,,,143.9,2.59,,,61.7,0.54,,,21.1,0.43,,,12.5,0.30,,,Cannula,68.4,0.43,,,69.8,0.38,,,67.2,0.5,,,66.7,0.39,,,49.6,0.98,,,,,,,,,,229,5.4,,,215,5.4,,,,,,34.6,0.46,,,3.79,0.083,,,,,,,3.3,0.024,,,4.62,0.02,,,,,,,,,,,,,,,,,10.4,0.36,,511,16.6,,,21.5,0.49,,,6.33,0.153,,,,,,,,,,,,,,,,,,,,,,,,,,,
728,"Feeding oregano oil and its main component carvacrol does not affect ruminal fermentation, nutrient utilization, methane emissions, milk production, or milk fatty acid composition of dairy cows","Benchaar, C.",Journal of Dairy Science,103,2714-2723,2020,Canada,Latin Square,Monensin,24,mg/kg,8,MON,Ionophores,Lactating,Cannulated,Individual,TMR,14,14,28,Wet Chemistry,2,,703,Sulfur Hexafluoride (SF6) tracer technique,92,,,,Ad libitum,Alfalfa silage,31.4,Corn silage,28.7,"Corn, Soybean meal, Beet pulp, CGM, Trituro, Canola",60.1,23.3,0.45,,,,17.9,,2.66,7.4,31.3,20.8,,20,6.19,0.027,,,7.30,0.41,,,141.1,2.59,,,60.5,0.54,,,22.6,0.43,,,12.2,0.30,,,Cannula,68.8,0.43,,,70.3,0.38,,,68.3,0.5,,,67.3,0.39,,,50.6,0.98,,,,,,,,,,212,5.4,,,214,5.4,,,,,,34.2,0.46,,,3.76,0.083,,,,,,,3.27,0.024,,,4.6,0.02,,,,,,,,,,,,,,,,,10.7,0.36,,462,16.6,,,20.3,0.49,,,5.89,0.153,,,,,,,,,,,,,,,,,,,,,,,,,,,
